query_id,query,product_id,title,description,relevance
8,colored gel pens,B074GNSY6K,"Artist Glitter Coloring Gel Pens for Adult Coloring Books - 36 Individual Colors, Premium Colored Ink Gel Pens Set with Case by MemOffice",Personalize your drawings and coloring masterpieces with the MemOffice Fashion Colored Gel Pen Set. Each set includes a variety of colors that are sure to make your artwork stand out. The glitter gel ,
8,colored gel pens,B074JZ6TDR,"Gel Pens Set, UnityStar 180 Assorted Unique Colors (No Duplicate) Adult Coloring Gel Pens with Metallic Neon Glitter Magic Colors & Gift Box for Painting Drawing Writing",,
8,colored gel pens,B074JZJ1GK,"Gel Pen for Adult Coloring Books, UnityStar 150 Pack Colored Gel Pens with Glitter Neon Metallic Pastel Colors & Carrying Case for Drawing Painting Scrapbooking (No Duplicate)",,
8,colored gel pens,B074K4HS2N,"Coloring Gel Pens, UnityStar 300 Set of Colorful Gel Pens with 150 Colors & 150 Ink Refills, Gift Box for Adult Coloring Books Drawing Doodling Crafts (No Duplicate)",,
8,colored gel pens,B074S8X8V8,144 Pack Premium Glitter Gel Pen Coloring Set - Including 48 Unique Colors Glitter Gel Pens & 96 Glitter Gel Ink Refills for Adult Coloring Books Drawing Sketching Art Markers by VicPow,"Premium Glitter Gel Pen Coloring Set,144 Pack Glitter Gel Pens Set Including 48 Unique Colors Glitter Gel Pens & 96 Glitter Gel Ink Refills for Adult Coloring Books,Crafting Drawing Doodling Sketching",
8,colored gel pens,B075JF3VQG,"Shuttle Art 360 Pack Gel Pens Set, 180 Colors Gel Pen Set Plus 180 Color Refills Perfect for Adult Coloring Books Doodling Drawing Art Markers",,
8,colored gel pens,B075QPRVTY,DC Comics Superman Colored Gel Pens (5 Pack),"5 Superman Colored gel pens. Smooth ink keeps the fun and ideas flowing at work, home or at school. This Superman pen pack is great for office and school supplies, a gift, or party favor. Five Colored",
8,colored gel pens,B075QQ6TC4,Despicable Me Movie Colored Gel Pens Minions & Favorite Despicable Me 3 Characters (5 Pack),"5 Despicable Me Colored gel pens. Smooth ink keeps the fun and ideas flowing at work, home or at school. This Despicable Me pen pack is great for office and school supplies, a gift, or party favor. Fi",
8,colored gel pens,B075QXWSCL,Disney Minnie and Mickey Mouse Colored Gel Pens (5 Pack),,
8,colored gel pens,B0763RV8SK,DOODLE ART PRO Gel Pens 60 Professional Coloring Pens Set-25% More Ink - Unique Gel Pen Set Markers For Adult Coloring Books,"FANTASTIC VARIETY OF COLORS AND PEN TYPES Get inspired with our 60 unique colors! These gel pens are with a COMFORTABLE RUBBER GRIP which is great to hold and will let you draw, write journal or just ",
8,colored gel pens,B076J8NV67,"Signo Angelic Color Capped Gel Ink Pen, 0.7mm, Pastel Colors, 8 Color Ink, Sticky notes Value Set","Signo Angelic Color Capped Gel Ink Pen, 0.7mm, Pastel Colors, 8 Color Ink, Sticky notes Value Set Set contains 8 x UM-120AC Signo Angelic Color Capped Gel Ink Pen, 0.7mm, Pastel Colors, 8 Color Ink + ",
8,colored gel pens,B0776B1R8D,"Gift for Girls, 20 Pack Gel Pens for Coloring for Kids, Adults, Woman, Children, Girls and Teens Gifts. Color Gel Ink Pens- Glitter, Metallic, Neon, Rainbow Coloring Gel Pens 20 Pack Y","GIFTS FOR GIRLS: 20 Pack Gel Pens, Cool Arts & Crafts Gift, Great Birthday Gift Present For Girls 3 4 5 6 7 8 9 10 11 12 years old",
8,colored gel pens,B077KHH5RC,Uni-Ball 307 Retractable Gel Ink Pens Medium Point 0.7mm Pack of 6 Red Smudge Proof for All Day Smooth Writing Art & Craft for Kids and Adults,"Description : Coloring books – Gel pens and coloring books are a perfect match. Due to their thin tips and rich color, gel pens are ideal for adult coloring books and coloring pages which may have int",
8,colored gel pens,B077ZLDHGT,VaOlA ART Color Gel Pens - Gel Pens for Kids - Coloring Pens - Gel Pens Set - Pen Sets for Girls - Spirograph Pens - Pen Art Set - Artist Gel Pens - Sparkle Pens for Kids - 36 Gel Pens - Arts Pens,,
8,colored gel pens,B0784JRWF1,"Erasable Pen - Pack of 8 Friction Erasable Gel Ink Colored Pens - 8 Colorful Fine Point Pens with 0.7mm Points - Best for Smooth Writing, Drawing & Easy Correction - A Novel Gift - By Hieno Supplies","HIENO SUPPLIES ERASABLE GEL PENS – EXPRESS YOUR CREATIVITY IN 8 DIFFERENT ERASABLE COLORS! Still wasting your time in stationary stores, checking all the colored pens, but couldn’t find the best you c",
8,colored gel pens,B078GQXGKG,ZAONE Colorful Cute Diamond Gel Pen Candy Color Milky Cow Pens Set Writing Kawaii Stationery School Office Supplies Set of 12 Colors (Milky Cow),Features: Name: Cute Gel Pen Color: 12 colors Ink Color: Same with the body of pen Size:Length 15cm Writing point: 0.38mm Material: Plastic Sale Model12 pcs/lot (12 design) Feature: 12 pcsr/set Cute d,
8,colored gel pens,B078L84J7T,"Ultra Fine 96 Colors Gel Pens with Diamond Tip & Gel Pen Refills, Coloring Marker with Case, Greater for Crafting, Doodling, Drawing, Kids and Adult Coloring Book (Glitter, Neon, Pastel, Metallic)","Since you love gel pens - you must also love pens with a paint-like finish without any scratching or gaps. Well, these are the gel ink pens used by coloring junkies who demand ease and perfection. Ord",2
8,colored gel pens,B0797FJDD5,"Paper Mate InkJoy Gel Pens, Medium Point, 0.7 mm, Black Barrel, Black Ink, Pack of 10","Coloring books – Gel pens and coloring books are a perfect match. Due to their thin tips and rich color, gel pens are ideal for adult coloring books and coloring pages which may have intricate designs",
8,colored gel pens,B07D465Q6N,Raymond Geddes Smell-O-Rama Mini Scented Gel Pens (Pack of 60),"Raymond Geddes Rainbow Color Assorted Gel Pens are fun and adorable stationery supplies. Each 60 pack includes different colors and 6 kinds of fruity scents like: 'Sweet Cherry,' 'Orange You Glad,' 'G",
8,colored gel pens,B07D5SRB4T,"12/24/36/48 Colors Gel Pen Refills Glitter Coloring Painting Refills Set Craft Marker for Kids Adult Coloring Books, Scrapbooking, Drawing,Doodling (48 Colors)","Type: Gel Pen RefillPen Point: 0.8mmMaterial: PlasticColor: 12/24/36/48 Different Colors(Optional)Features: Smooth Writing, Stationary, Coloring ToolColored Pencils Soft Core Colors Pencils Set for Ad",
8,colored gel pens,B07D9GF5NF,24 Colors Gel Pens Set Glitter Color Effect for Children Students School Use Adult Coloring Books Drawing Painting Writing Smooth Writing Comfortable Grip Vibrant Colors Gel Pen Set,,
8,colored gel pens,B07DWS2ZNJ,"RTMOK 12 Assorted Colors Gel Pen, Korean Kawaii Cartoon Milky Cow Signature Pens School Stationery Supplies for Girls Boys Office","ASKCUT 12 Assorted Colors Gel Pen, Korean Kawaii Cartoon Milky Cow Signature Pens School Stationery Supplies for Girls Boys OfficeFeatures: 1.[Material]Plastic,durable,no pungent odor2.[Use]Office and",
8,colored gel pens,B07DWSZ9C4,"ASKCUT 8 Assorted Colors Gel Pen,Starry Series Pattern Signature Pens School Stationery Supplies for Girls Boys Office (Fantasy Colors)","ASKCUT 8 Assorted Colors Gel Pen,Starry Series Pattern Signature Pens School Stationery Supplies for Girls Boys OfficeFeatures: 1.[Material]Plastic,durable,no pungent odor2.[Use]Office andamp; School ",
8,colored gel pens,B07DXP28LR,Art 122 Unique Color Pencils Include 50 Color Gel Pens Set 60 Dual Brush Pens 10 Fineliner Planner Pens 2 Twin Markers,"Southsun 122 Vibrant Colors PensIn Order to Provide our customers more choices, A lot of Pencils has been combined which include Color Gel Pens set, Dual Brush Pen, Drawing Pencils and MarkersSouthsun",
8,colored gel pens,B07GK4F1M9,"Emraw Fruit Scented Glitter Color Gel Pen with Case - Colors Included: Yellow, Orange, Red, Green, Blue & Purple - Great for School, Home & Office - (12-Pack)",Fruit Scented Glitter Color Gel Pens The Problem: You need to write on a paper which is of a deep color but you do not have a pen that is able to write legibly on the paper. Even if you have a glitter,
8,colored gel pens,B07GPCVGQF,"4 X Ultra Fine 12 Colors Pastel Gel Pens Refills with Diamond Tip, Greater for Crafting, Doodling, Drawing, Kids and Adult Coloring Book","Since you love gel pens - you must also love pens with a paint-like finish without any scratching or gaps. Well, these are the gel ink pens used by coloring junkies who demand ease and perfection. Ord",
8,colored gel pens,B07GZGNGV5,"96 Color Artist Gel Pen Set Includes PU LEATHER CASE, COLORING BOOK AND 48 REFILLS, 48 Ink Gel Pens 24 Glitter 12 Metallic 12 Neon for Adult Coloring Books Drawing Doodling Crafts Journaling",,
8,colored gel pens,B07GZGYV47,"MY PALETTEUS Matching Color Ink Refills : 24 Glitter 12 Metallic 12 Neon - Color Coded Easy to Replace Cartridges for Adults Coloring Books, (48 Refills Per Pack, TOTAL 96)",⚡ SPECIAL SALE- THE BEST COLOR GEL PEN REFILLS IN THE MARKET 48 Refills TOTALS 30% MORE INK GEL PENS Includes 24 Premium Glitter Colors 12 Metallic Colors 12 Neon Colors Pen. No bleed markers for adul,
8,colored gel pens,B07H2RJ211,"Colored Gel Pens, 24 Pack Retractable Color Gel Pens Set, 12 Assorted Colors Roller Ball Pens with Premium Comfort Grip, Pens for Adults Coloring Books Craft Drawing and Bullet Journal by Vanstek",Vanstek orients to provide people with high quality and substantial products. You need is what we should do.Vanstek 24 colored gel pen set consists of 12 gel pens. Enormous quantities of gel pens beco,
8,colored gel pens,B07H79ZH66,"Gel Pen Refills Set 48 Colors - Glitter Metallic Pastel Neon Color Ink Refills, Gel Ink Refills for Adult Coloring Books Craft Markers Scrapbooking Painting Writing Art Drawing, No Duplicates","48 Colors Gel Pen Refills for Adult Coloring Books Painting Writing Art Drawing Superior artist quality pens refills that include Glitter, Metallic, Pastel and Neon Colors. Tip Size 0.8-1.0mm, you can",
8,colored gel pens,B07KK8WFR1,"Gel Pens, Colored Gel Pen, Fine Point Gel Markers Pen for Kids Coloring Books, Drawing, Writing …",,
8,colored gel pens,B07KVTP2ST,Retractable Gel Pens - Colored Pens for Adult Coloring - Cute Pen Set 24 Colors - Colored Gel Pens Art and School Supplies,VaOlA ART retractable color gel pens will make your creative dream come to reality! You'll appreciate our 24 retractable ballpoint pens with their wide variety of ink colors. Gel pens for kids have a ,
8,colored gel pens,B07L6ZJ5KT,"Faber-Castell True Gel Color Pens, 6 color Gel Pen Set, Fine, 0.5mm","Tru Gel Colour is a super smooth gel pen offered in variety of colours. Bright & colourful ink lay down enables user to unleash their creativity in learning & drawing, and most suitable for illustrato",
8,colored gel pens,B07NXXCG6J,Yaomiao 20 Pieces Cute Doughnut Gel Ink Pens Colorful Gel Ink Pen for Kids Gifts Kawaii School Office Supplies,"Interesting design: One end of the gel pen is decorated with a cute donut, the donuts are different in 4 designs but all of them cater to most peoples' taste, will loved by people.  4 Colors: Gel ink ",
8,colored gel pens,B07QWD4SLW,Glitter Gel Pens - Color Gel Pens - Gel Pen for Kids - Coloring Gel Pens Set - Sparkle Gel Pens for Adults Coloring Books Doodling Bullet Journaling,,
8,colored gel pens,B07RFKFX25,"12 Color Gel Pens Set, Fineliner Gel Pen - Medium Point (0.5mm) for Filofax/Diary/Journal, Sketch Drawing Colorful Ink Pens, Dozen Box","0.5mm Sketch Drawing Colorful Roller Ball Ink Pen Set - Pack of 12, Specially for Journal The Colorful Diary Gel Ink Pen to Write Your Colorful Life If you love writing diary or traveling journal, con",
8,colored gel pens,B07RGJ1YC1,"0.5mm Gel Pens Set, Fineliner Gel Pen - Fluorescence Color, Medium Point, Pack of 12 Exquisite box, Sketch Drawing Colorful Ink Pens for Filofax/Diary/Journal, Matel Tip","0.5mm Sketch Drawing Fluorescent Color Roller Ball Ink Pen Set - Pack of 12, Specially for Journal The Colorful Diary Gel Ink Pen to Write Your Colorful Life If you love writing diary or traveling jou",
8,colored gel pens,B07RM6482T,Tru Red Quick Dry Gel Pens Fine Point 0.5Mm Asst 12/Pack,Assorted color gel pens are ideal for precise writing and notetaking. Advanced ink dries fast for less smearing. 0.5mm fine point spreads ink perfectly. Full rubberized barrel for extended use and com,
8,colored gel pens,B07SB3HC4T,"Ouniman 48Pcs Color Gel Pens Set Coloring Pens Gel Pens Set Pen Art Set Artist Gel Pens Drawing Pens for Kids Office Stationary School Supplies Creative Gift Pen for Kids, Toddlers, Child, Adults",Feature: Quantity: 1 Colors: 48Colors. Body Material: Plastic safe and healty for human body and environment. Weight: 5g/pcs. Function: Gel Pens / Gift.The latest Diamond Head pastels pen tip diamond ,
8,colored gel pens,B07SR13B2R,Color Gel Pen Extra Fine Point (0.5 mm) Colored Pens Painting Journal Writing for Kids Girls Children Students Teens Gifts (Mixed color 7pcs),"Applicable Scene: Parent-child painting, Best choice for bullet journal, planner, to do list, making notes etc. Size: 142mm,NIB:0.5mm Material: plastic+ink, Pen barrel is made of Gel which bring a smo",
8,colored gel pens,B07SXGS24D,YAWOOYA Erasable Colored Gel Pens- Colored Gel Pens Clicker 8 Pack Assorted Color Inks Gel Pen for Drawing Writing 0.5mm Ballpoint,,
8,colored gel pens,B07T1GKR9R,"Sameno School Supplies 24/48 Pcs Colors Gel Pen Refills Sets, Students Office Watercolor Gel Pen Markers Replace Supplies Pen Refills (Multicolor) add on items one dollar item (48 pcs)","Sameno Students Office School Watercolor Gel Pen Refills - 24/48 Pcs Colors Refills Markers Sets ❀Description: ❀1.Non-toxic, 100% acid free, precision made refill. ❀2.Glitter metallic magic pastel neo",1
8,colored gel pens,B07TZRVX4B,Clearance sale - [Muji Style] Gel Pens 12 Colors Pack - 0.5mm Fine Tip Graffiti Hand-drawn Line Drawing Pen - Color Gel Pens 12 Colors Set - Assorted Colors,,
8,colored gel pens,B07VBDD9LG,"L.O.L. Surprise! 28 Piece School Supplies Stationery Set | Erasers, Pencils, Notepad, Diary, Gel Pens | LOL Surprise Party Favors Giveaways Bundle",Pencils and erasers and notebooks; Oh my! With this set you have a variety of L.O.L. characters to chose from. Store and write using these wonderful characterful pencils and hide your personal diary u,
8,colored gel pens,B07VFY3HG6,Retractable Gel Pens - Colored Pens for Adult Coloring - Cute Pen Set 24 Colors - Colored Gel Pens Art and School Supplies,VaOlA ART retractable color gel pens will make your creative dream come to reality! You'll appreciate our 24 retractable ballpoint pens with their wide variety of ink colors. Gel pens for kids have a ,
8,colored gel pens,B07VJDXGDS,Color Gel Pens - Gel Pens for Kids - Coloring Pens - Gel Pens Set - Pen Sets for Girls - Spirograph Pens - Pen Art Set - Artist Gel Pens - Sparkle Pens for Kids - 24 Gel Pens - Arts Pens,,
8,colored gel pens,B07W5B9KQM,VaOlA ART Glitter Gel Pens 48 Colors - Colored Pens for Adult Coloring - Book Pens for Women Girls and Kids - Cute Pens Set - Art Gel Pens School Supplies,,
8,colored gel pens,B07W5BFT5X,"Glitter Gel Pen Refills - Set of 24 Glitter Refills To Gel Pens for Kids, Girls, Adult Coloring - Color Gel Pens Glitter Refills - Sparkly Color Gel Pens for Drawing, Coloring, Spirograph (24)","Glitter Gel Pens Refills - will make your dream come reality!  Getting these bright colors, you will extend the service life 24 glitter gel pen with 24 refills glitter ink. \u25cfgel pens for kids hav",
8,colored gel pens,B07WCYF6JN,"OOLY, Six Click Gel Pen (132-045)","If you like colored gel pens then you are in for a real treat. The 6 Click Gel Pen is a super useful, multi color pen with gel ink. Multi pens are great because you can switch to different color easil",
8,colored gel pens,B07WFZ79MF,Lelix 320 Colors Gel Pens Set 160 Unique Gel Pen Plus 160 Refills for Adult Coloring Books Drawing Writing,"About Lelix 320 gel pen set Lelix 320 gel pen set includes 160 unique and quality gel pens, 160 unique refills , carrying box and our excellent customer service. Quality gel pen set There are 160 uniq",
8,colored gel pens,B07WNZBGM5,"OOLY, Color Luxe Gel Pen, Set of 12 (132-039)",Combining the smooth gel experience of a gel pen with the precision of a fine-point pen and you've got yourself the ideal combination for precise penmanship. Color Luxe Fine Tip Gel Pens provide every,
8,colored gel pens,B07XDWBM71,"Kaco PURE Retractable Gel ink Pens, Fine Tip 0.5mm(0.02in)-10 pieces set Colorful Barrel, Colorful ink (10-Color-Set)",,
8,colored gel pens,B07YKK6XV7,"Tronet School Supplies 24/48 Pcs Colors Gel Pen Refills Markers Sets, Students Office School Watercolor Gel Pen Replace Supplies Pen Refills Multicolor (24Pcs)","Description:  1.Non-toxic, 100% acid free, precision made.  2.Glitter Metallic Magic Pastel Neon Classic color. no duplicates,perfect for drawings, sketching, scrapbooking, and invitations  3.Free-flo",1
8,colored gel pens,B07YKKZDM4,"Tronet School Supplies 24/48 Pcs Colors Gel Pen Refills Markers Sets, Students Office School Watercolor Gel Pen Replace Supplies Pen Refills Multicolor (48Pcs)","Description:  1.Non-toxic, 100% acid free, precision made.  2.Glitter Metallic Magic Pastel Neon Classic color. no duplicates,perfect for drawings, sketching, scrapbooking, and invitations  3.Free-flo",1
8,colored gel pens,B081GQZXMM,Elune Color Gel Pens 12 Colors Set Bright Color 0.5mm Felt Tip For Drawing Taking Note Study and Work,"Felt tip pen,new writing experience 12 Colors gel pens Use water-based color ink, 500m writing length, large capacity, unable to change refill  Please cover the cap after use to prevent ink evaporatio",
8,colored gel pens,B0838YPFZZ,"Premium Glitter Gel Pens, 0.8mm Medium Point Glitter Markers, Colorful Pen for Bullet Journal Writing, Multi Color Pen, Metallic Permanent Marker, Bullet Drawing Pens for Kids, Adult Coloring Books","Dear Valued Customers, If you want to find unique glitter gel pens, congratulations, you find it！ Vibrant and beautiful colors are attractive for kids and adult. Features: ➤Unique Dual Glittery Colors",
8,colored gel pens,B083GWS4XP,"Kalaia Cute Colored Pens for Women Kids Girls Polka Dots Colorful Gel ink Pens 0.5mm Fine Point Color Pens for Bullet Journaling Writing Planner Note Taking School Office Supplies, 10 Colors","Specification Pens' pattern: 10 cute color gel pens with polka dots, lines, flowers patterns. Ink color: multicolor ink. Pen length: 6.2 in / 15.8cm 0.5mm colored gel pens, ideal for school, office an",
8,colored gel pens,B083GXC2ZJ,"Cute Pens Color Gel Pen Set for Bullet Journaling Planner Writing Note Taking 0.5mm Fine Point Colorful Gel Ink Polka Dots Pens, 10Counts","Specification Pens' pattern: 10 different dots stripes patterns. Ink color: multicolor ink. Pen length: 6.2 in / 15.8cm 10 colored gel pens, ideal for school, office and home use, perfect pen statione",
8,colored gel pens,B085F2PRG1,"Cute Colorful Journal Pen,10Pcs Multi Colors Colorful Gel Ink Pens 0.38mm MultiColored Roller Ball Fine Point Pens for Bullet Journal Planner Writing Notes Office School Supplies","❀ 0.38 mm fineliner, can make your writing smooth, outline the bright colors, very suitable for drawing details, painting, writing, drawing, marking, signature, design, planner, calendar, illustration",
8,colored gel pens,B0867WNTQK,"Colorful Gel Ink Pen Set 0.5 mm Multi Colored Roller Ball Fine Point Ballpoint Pen, Cute Pens for School Writing journaling Sketching Doodling,Kids Girls Children Students Gifts (Starsky)","10 Multi Colors Cute Pens for Girls, Colorful Gel Ink Pens, 10 Pcs Kawaii Roller Ball Fine Point Pen Set for Kids Girls Children Students Teens Gifts ✔ Package Includes: Set of 10 Pcs, 0.5 mm fine poi",
8,colored gel pens,B086ZFNK7P,Sencoo 10 pack Cute Color Pens for Women Colorful Gel Ink Pens Multi Colored Gel Pens for Bullet Journal Writing Roller Ball Fine Point Pens for Kids Girls Children Students Teens Gifts,,
8,colored gel pens,B087727VFW,"PSSS Glitter Gel Pen Refills - Set of 24 Glitter Refills to Gel Pens for Kids, Girls, Adult Coloring - Color Gel Pens Glitter Refills - Sparkly Color Gel Pens for Drawing, Coloring Gift","Description: 1.Non-toxic, 100% acid free, precision made. 2.Glitter Metallic Magic Pastel Neon Classic color. no duplicates,perfect for drawings, sketching, scrapbooking, and invitations 3.Free-flowin",
8,colored gel pens,B0878W5GTF,"BIC Gelocity Quick Dry Fashion Retractable Gel Pens, Medium Point (0.7mm), 8-Count Gel Pen Set, Colored Gel Pens With Full-Length Grip","Enjoy a colorful writing experience with the super-smooth ink of BIC Gelocity Quick Dry Fashion Gel Pens. These 0.7mm medium point gel pens leave clear, vivid lines and minimize smearing as their easy",
8,colored gel pens,B087Q47V49,"Glitter gel pen set, 50 colors gel pen set with great colors - metallic, neon, glitter, gel rollerball gel roller gel pen glitter pen for adults drawing art markings",aierliusa glitter gel pens set unique colors gel pens set  with great colors -Neon glitter color pens art markers for adult coloring books Specification: ● Colors: 25/50/100 colors   ● Brush tip: 0.8 ,
8,colored gel pens,B087Q4RZH9,"MILEKO Glitter gel pen set, gel pen set with great colors - metallic, neon, glitter, gel rollerball gel roller gel pen glitter pen for adults drawing art markings (25 COLOR)",aierliusa glitter gel pens set unique colors gel pens set  with great colors -Neon glitter color pens art markers for adult coloring books Specification: ● Colors: 25/50/100 colors   ● Brush tip: 0.8 ,
8,colored gel pens,B087Q57NB9,"Glitter gel pen set, 100 colors gel pen set with great colors - metallic, neon, glitter, gel rollerball gel roller gel pen glitter pen for adults drawing art markings",aierliusa glitter gel pens set unique colors gel pens set  with great colors -Neon glitter color pens art markers for adult coloring books Specification: ● Colors: 25/50/100 colors   ● Brush tip: 0.8 ,
8,colored gel pens,B088FKX3SR,"Morandi Colored Gel Ink Pens Retractable 0.5mm Fine Point Assorted Colors for Bullet Journal/To Do List/Making Notes/Art Painting, Pack of 9 (Salty Style)",Retractable Colored Gel Ink Pens ♥ Specification Brand: SHANDS Model: Morandi series Material: Plastic Writing point: 0.5mm~0.7mm Nib type: Bullet tip Length: 143mm Closure type: Retractable Color: Sa,
8,colored gel pens,B0899ZGZK6,"Liineparalle Color Gel Pens,Coloring Pens, Gel Pens Colorful Ding Color Gel Pen Glitter Neon Gouache Metallic Ding Sketch Pen School Stationery(48pcs)","Description: This gel pen set with 4 types of pen and various colors is practical and multi-functional. It can be used to make notes, highlight important part, d and color. gift for your kids.  Featur",
8,colored gel pens,B089ZTZY41,"Colorful Gel Ink Pen Set, 0.5mm Fine Tip Graffiti Hand-drawn Line Drawing Pen, 12 Colors Set. (12pcs)","12colors Gel Pen Set Colorful Ink that is easy and comfortable to write with Best effects on white paper Plastic pen rod is translucent, which is non-toxic, odorless and provide comfortable grip when ",
8,colored gel pens,B08CRXYQ1H,"Typecho 96 Color Artist Gel Pen Set with Portable Travel Case, Includes 24 Glitter, 10 Metallic, 7 Neon, 6 Pastel, 1 Classic Red, Plus 48 Matching Color Refills,Back to School Supplies",,
8,colored gel pens,B08CZDTV5Z,"Colored Gel Pens set 0.5mm Extra Fine Point Pens Quick-Drying Colored Ink pens for Journaling Writing Art Office School Supplies, 9 colored Pack pen+9 colored pack refills (9003 D)","MULTIFUNCTIONAL FINELINER PENS The fine line pen set is ideal for journaling, planner, drawing lines & details, writing, sketching, adult coloring books, art projects, artists fine-ink drawings and co",
8,colored gel pens,B08HLHRYSF,"130 Colors Gel Pen Refills - Glitter Metallic Pastel Fluorescence Neon, Pen Ink Refills for Adult Coloring Books, Scrapbooking, Drawing","Every Set contains 130pcs Gel Ink refills. Superior artist quality pens refills that include Glitter, Metallic, Neon, Pastel, Magic and Classic Colors. Detail of 130 colors: 35 x Glitter 26 x Metallic",
8,colored gel pens,B08HX44Q68,"Erofa KACO Pure Retractable Gel Ink Pens, Assorted Colors Gel Pens Set Fine Point 0.5mm for Art Painting Student School Office Gift (I860)",Brand: KACO Material: ABS Plastic Cap: Press type / Retractable  Length with Cap:145mm; Weight(Single Pen):8g Writing point: Fine point (About 0.5mm) Refill Color: Mixed Color(The same color as the pe,
8,colored gel pens,B08NVWZHMN,"Colored Gel Pens set 0.5mm Medium Point Colored Fluorescent ink pens for Journaling Writing Art Office School Supplies, 9 Count, Morandi color (LG-D0223)","★ Colored Gel pens is with exceptional quality at an affordable Price. Try JIANWU colored ink gel pens, you will love the feel and the way they wrote. ★ The preminum gel ink flows easily from the tip,",
8,colored gel pens,B08NVXPFND,"Colored Gel Pens set 0.5mm Medium Point Colored Fluorescent ink pens for Journaling Writing Art Office School Supplies, 9 Count, Morandi color (LG-D0224)","★ Colored Gel pens is with exceptional quality at an affordable Price. Try JIANWU colored ink gel pens, you will love the feel and the way they wrote. ★ The preminum gel ink flows easily from the tip,",
8,colored gel pens,B08P2544GV,"12 PCS Glitter Gel Pens Sparkly Color Gel Pen Neon Glitter Markers Pens for Adult Coloring Books, Drawing, Journaling, Taking Note and Doodling","Specification: Color: 12 kinds of colors Material: Plastic Size: 14.5*0.8cm Weight: 70g Package Included: 12 x Glitter Gel Pens Notice: 1.Due to the light and screen setting difference, the item's col",
8,colored gel pens,B08P313617,"Glitter Gel Pen Refills - Set of 24 Glitter Refills To Gel Pens for Kids, Girls, Adult Coloring - Color Gel Pens Glitter Refills - Sparkly Color Gel Pens for Drawing, Coloring, Spirograph (240)",,
8,colored gel pens,B08PDK8QTZ,"uni-ball Uniball Signo 207 Pens, Inspirational Sayings Retractable Gel Pens, 3 Pack, Medium Point 0.07 Mm, Assorted Colors, Pink, Violet, & Green Colors, Vibrant Colored Pens For Note Taking","Looking for ways to make your notes look better? If you're a fan of journaling or having nicely written notes, you probably love using all sorts of materials. From cute stickers to adorable washi tape",
8,colored gel pens,B08Q2NYYNN,"uni-ball Uniball Signo 207 Pens, Inspirational Sayings Retractable Gel Pens, 6 Pack, Medium Point 0.07 Mm, Assorted Colors, Vibrant Colored Pens For Note Taking","Looking for ways to make your notes look better? If you're a fan of journaling or having nicely written notes, you probably love using all sorts of materials. From cute stickers to adorable washi tape",
8,colored gel pens,B08Q362Y7R,"uni-ball Uniball Signo 207 Pens, Inspirational Sayings Retractable Gel Pens, 3 Pack, Medium Point 0.07 Mm, Assorted Colors, Black Blue & Red Colors, Vibrant Colored Pens For Note Taking","Looking for ways to make your notes look better? If you're a fan of journaling or having nicely written notes, you probably love using all sorts of materials. From cute stickers to adorable washi tape",
8,colored gel pens,B08QM6TMX1,"Codall Glitter Gel Pens - 30-Color Neon Glitter Pens- Coloring Gel Pens Set - 40% More Ink Colored Gel Markers Fine Point Pens for Kids Adult Coloring Books, Sparkle Gel Pen Gift for Kids",,
8,colored gel pens,B08RD2KNKL,"Gel Pens, 30-Color Neon glitter gel pens Fine Tip Art Markers Set colored gel pens for adult coloring, Drawing, Doodling, Scrapbook, Bullet Journal, best gift gel pens for kids",,
8,colored gel pens,B08SKB15HD,"Large Capacity Pencil Case Multi-slot Canvas Storage Pouch Colored Zipper Pencil Bag with 10 Colorful Gel Ink Pens, Desk Organizer Pen Bag Stationery Bag Holder for Home School Office","Large capacity pencil case multi-slot canvas storage pouch colored zipper pencil bag with 10 colorful gel ink pens, desk organizer pen bag stationery bag holder for home school office  Features: Stora",
8,colored gel pens,B08SLMSDX4,"8 colors Metallic Gel Pen,Glitter Pen Highlighter Color Pens,Dual Metallic Liquid Glitter Gel Pen ,for Adult Coloring, Doodling, Drawing, Scrapbooking, Card Making, Illustrations, Bullet Journaling","8 Colors Glitter Metallic Gel Pen, Dual Metallic Liquid Gel Pen for Adult Coloring, Doodling, Drawing, Scrapbooking, Card Making, Illustrations, Designs, Bullet Journaling Metallic Gel Ink Pen are smo",
8,colored gel pens,B08TR34RR1,VaOlA ART Colored Gel Pens - Sets of 36 and 48 Gel Pens,"Color gel pens and’ spirograph pens - will make your dream come reality! Got these bright colors, you'll appreciate gel pen of high-quality ink of various types - pastel pens, metallic pens, neon pens",
8,colored gel pens,B08V37X1LZ,"Crayola Medium Point Washable Gel Pens Set, School and Adult Coloring Supplies, 6 Count, Pack of 6",Create vibrant art and notes with the Crayola Take Note Medium Point Washable Gel Pens Set. These medium point pens have a smooth gel base that lays down streak-free lines on any project. Each of the ,
8,colored gel pens,B08V41CVM9,"Crayola Medium Point Washable Gel Pens Set, School and Adult Coloring Supplies, 6 Count, Pack of 2",Create vibrant art and notes with the Crayola Take Note Medium Point Washable Gel Pens Set. These medium point pens have a smooth gel base that lays down streak-free lines on any project. Each of the ,
8,colored gel pens,B08XZ2GTZJ,"Shuttle Art Colored Gel Pens, 20 Colors Retractable Gel Ink Pens with Grip, Medium Point (0.7mm) Smooth Writing for Adults and Kids Writing Journaling Taking Notes Drawing at School Office Home",,
